title,release,synopsis,seasons,episodes,genres,img_path
Question Time,1979,This topical debate series based on Any Questions? typically features politicians from at least the three major political parties as well as other public figures who answer pre-selected questions put to them by a carefully selected audience.,44,17,"News, Talk",https://image.tmdb.org/t/p/w600_and_h900_bestv2/nLGgjwQNnCKuDdJMDmp02pxB0u9.jpg
Na sygnale,2014,We don't have an overview translated in English. Help us expand our database by adding one.,9,56,Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/x9VotDBsmsbJlyPh3rgLLcb1WHw.jpg
Strike the Blood,2013,"Kojou Akatsuki's days as an ordinary high school student in the Demon District of Itogami Island come to an abrupt end after a fateful encounter leaves him with the remarkable abilities of a vampire.  It isn't long before he is thrust into the center of attention when it is discovered that he is the fourth primogenitor, an immensely powerful vampire whom most consider to be merely a legend. Fearing Kojou's destructive potential, the Lion King Organization sends in an apprentice sword-shaman, Yukina Himeragi, to monitor, and should he become a threat, kill the boy deemed the world's most powerful vampire. Forced together by circumstance, the two form an unlikely alliance as Kojou comes to terms with his abilities and they both struggle to protect the city from various emerging chaotic forces.",7,4,"Action & Adventure, Animation, Sci-Fi & Fantasy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/rbGaCkEVS7PE5fKKMAmvO4XZXyA.jpg
Jaguar,2021,"In 1960s Spain, a Holocaust survivor joins a group of agents seeking justice against the hundreds of Nazis who fled to the nation to hide after WWII.",1,6,"Drama, War & Politics",https://image.tmdb.org/t/p/w600_and_h900_bestv2/10tPBGrg1tM0Gck4db6NPwT6NfF.jpg
Ganglands,2021,"Mehdi, a qualified robber, and Liana, an apprentice thief, get involved in a turf war between drug dealers, and have to collaborate in order to save their loved ones.",1,6,"Crime, Action & Adventure",https://image.tmdb.org/t/p/w600_and_h900_bestv2/ui7lPpdLDTivISvjDvUe8q1jDYs.jpg
A Million Little Things,2018,A group of friends from Boston who feel stuck in life experience an unexpected wake-up call after one of their friend dies unexpectedly.,4,20,Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ecE1yxIYUYHumtXBJ2PQvuCm7En.jpg
CUE!,2022,"The trials and tribulations of a group of sixteen young women who follow their dreams of becoming voice actors. But the voice acting world is highly competitive, and no matter how much someone practices, not everyone will make it past the audition process. Despite frustrations and setbacks, the story of a new generation of voice actors is about to begin.",1,24,"Animation, Comedy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/eieeZ5She2ONUtWtdBPyMF8St4C.jpg
Xena: Warrior Princess,1995,"Xena is an infamous warrior on a quest to seek redemption for her past sins against the innocent. Accompanied her comrade-in-arms Gabrielle, the campy couple use their formidable fighting skills to help those who are unable to defend themselves.",6,22,"Drama, Action & Adventure, Sci-Fi & Fantasy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/qjUn6GVZVDifLHB7bvVrgZsOfzE.jpg
Monsters at Work,2021,"Ever since he was a kid, Tylor Tuskmon has dreamed of becoming a Scarer just like his idol James P. Sullivan, and now that dream is about to come true... or not. The day he arrives at Monsters Incorporated to begin his dream job as a Scarer, he learns that scaring is out and laughter is in! After being reassigned to the Monsters, Inc. Facilities Team, Tylor sets his sights on a new goal: figuring out how to be funny and becoming a Jokester.",1,10,"Family, Comedy, Animation",https://image.tmdb.org/t/p/w600_and_h900_bestv2/s2L0tGpnWJMfaX1y0xUFcfKyX9p.jpg
Strike Back,2010,"The series follows John Porter, a former British Special Forces soldier, who is drafted back into service by Section 20, a fictional branch of the Secret Intelligence Service.",Vendetta,10,"Drama, Action & Adventure",https://image.tmdb.org/t/p/w600_and_h900_bestv2/rFy3EOZrRymjkalih7W3v8kSVWr.jpg
Citrus,2018,"Yuzu, a high school gyaru who hasn't experienced her first love yet, transfers to an all-girls school after her mother remarries. She's beyond upset that she can't land a boyfriend at her new school. Then, on her first day, she meets the beautiful black-haired student council president Mei in the worst way possible. What's more, she later finds out that Mei is her new step-sister, and they'll be living under the same roof! And so the love affair between two polar opposite high school girls who find themselves drawn to one another begins!",1,12,"Animation, Drama, Comedy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/1h6v8gS1vKybZciqpNWeV5MFQNb.jpg
Banshee,2013,Banshee is an American drama television series set in a small town in Pennsylvania Amish country and features an enigmatic ex-con posing as a murdered sheriff who imposes his own brand of justice while also cooking up plans that serve his own interests.,4,8,"Crime, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/5nXFiz8Rn8eezVjSTZBd7HmnF1G.jpg
Acacias 38,2015,"Acacias 38, the address of a stately apartment building where our stories unfold, is set in 1899 and tells the story of a group of maids and the bourgeois families they serve, in a single block in a distinguished neighborhood of a large Spanish city. Two worlds colliding in a universe of crossed lives.",3,244,Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/6sNmvEwWQdEvbP233rPQQUb4tUT.jpg
Power,2014,"A successful New York entrepreneur lives a double life as the head of a drug empire that serves only the rich and influential, all while wanting to escape the underworld and keep his family safe.",6,15,"Crime, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/ctftzvyj8b0odco7EoS9VfJhf7K.jpg
"Diners, Drive-Ins and Dives",2007,"Host Guy Fieri takes a cross-country road trip to visit some of America's classic ""greasy spoon"" restaurants — diners, drive-ins and dives — that have been doing it right for decades.",42,12,Documentary,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fPpDR6kw8bA0iZ8a0dUbexVVzn3.jpg
Ash vs Evil Dead,2015,"Bruce Campbell reprises his role as Ash Williams, an aging lothario and chainsaw-handed monster hunter who’s spent the last three decades avoiding maturity, and the terrors of the Evil Dead. But when a Deadite plague threatens to destroy all of mankind, he’s forced to face his demons — both metaphorical and literal.",3,10,"Comedy, Action & Adventure, Sci-Fi & Fantasy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/9tNtSk46s3f1ePr59p0JG6uacc8.jpg
Gentleman Jack,2019,"Halifax, West Yorkshire, England, 1832. Anne Lister attempts to revitalize her inherited home, Shibden Hall. Most notably for the time period, a part of her plan is to help the fate of her own family - by taking a wife.",2,6,Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hLQl8LKLXdA4gF4ArR8TXzXGRYV.jpg
The L Word,2004,A group of lesbian friends struggle with romance and careers in Los Angeles.,6,8,Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/cRuye5mp69wfnsbfgJiBFQJQo1e.jpg
Sesame Street,1969,"On a special inner city street, the inhabitants—human and muppet—teach preschoolers basic educational and social concepts using comedy, cartoons, games, and songs.",52,16,"Kids, Comedy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/14k9BfZ2p4rQBMeJ5crKTfUZVwD.jpg
Scandal,2012,"Everyone has secrets and Olivia Pope has dedicated her life to protecting and defending the public images of the elite by keeping those secrets under wraps. Pope and her team are at the top of their game when it comes to getting the job done for their clients, but it becomes apparent that these ""gladiators in suits,"" who specialize in fixing the lives of other people, have trouble fixing those closest at hand -- their own.",7,18,Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/svJUhL4GsueTrZw9Qw9QlPoqcE5.jpg
Money Heist: Korea - Joint Economic Area,2022,"Disguised under the shadows of a mask, a crew of desperados band together under the leadership of a criminal mastermind known only as “The Professor” to pull off the biggest heist Korea has ever seen.",1,12,"Action & Adventure, Crime, Drama, Mystery",https://image.tmdb.org/t/p/w600_and_h900_bestv2/fjAAxDPzllwnCMqHDXYlw4IlkaL.jpg
Hell Girl,2005,"A supernatural system allows people to take revenge by having other people sent to Hell via the services of a mysterious entity and her assistants who implement this system. Revenge, injustice, hatred, and the nature of human emotions are common themes throughout the series.",4,12,"Animation, Drama, Mystery, Sci-Fi & Fantasy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/uVTEDBfShlc03kWAirOnjwW37D0.jpg
Have I Got News for You,1990,"Hilarious, totally-irreverent, near-slanderous political quiz show, based mainly on news stories from the last week or so, that leaves no party, personality or action unscathed in pursuit of laughs.",63,7,"Comedy, News",https://image.tmdb.org/t/p/w600_and_h900_bestv2/6lCoUAqA5CEwONQ4QewPxZFwpyJ.jpg
Back to Field,2017,We don't have an overview translated in English. Help us expand our database by adding one.,6,5,Reality,https://image.tmdb.org/t/p/w600_and_h900_bestv2/2z7UUnTFClM0nOta7WDin9e7x0W.jpg
Don Matteo,2000,Don Matteo is a thoroughly ordinary Catholic priest with an extraordinary ability to read people and solve crimes. He’s a parish priest who never met an unjustly accused person he didn’t want to help.,13,3,"Drama, Comedy, Mystery, Crime",https://image.tmdb.org/t/p/w600_and_h900_bestv2/eh5ldhghLRmwkkWyuJZDXJiptcP.jpg
Baby,2018,"Fed up with their families and classmates, two teen girls from a wealthy part of Rome are drawn to the city's underworld and start leading double lives.",3,6,Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/xswkOJni9tJYda2yN1QQtgBVaVJ.jpg
The New Batman Adventures,1997,"The New Batman Adventures is a continuation of the acclaimed Batman: The Animated Series. Stories in this series tend to give more focus to Batman's supporting cast, which include fellow crimefighters Robin, Nightwing, and Batgirl, among others. The show also features guest stars such as Supergirl, Etrigan, and The Creeper; characters who would later appear with Batman in Justice League and Justice League Unlimited.",2,11,"Animation, Action & Adventure, Mystery",https://image.tmdb.org/t/p/w600_and_h900_bestv2/s40Ji11SBKaEYDgJmDc0ifklM59.jpg
X-Men: Evolution,2000,"Teenagers Cyclops, Jean Grey, Rogue, Nightcrawler, Shadowcat, and Spike fight for a world that fears and hates them.",4,9,"Kids, Animation, Sci-Fi & Fantasy, Action & Adventure",https://image.tmdb.org/t/p/w600_and_h900_bestv2/whZRsqrMYoigHoPRme1Pdsyf5UO.jpg
Classroom of the Elite,2017,"Koudo Ikusei Senior High School is a leading prestigious school with state-of-the-art facilities where nearly 100% of students go on to university or find employment. The students there have the freedom to wear any hairstyle and bring any personal effects they desire. Koudo Ikusei is a paradise-like school, but the truth is that only the most superior of students receive favorable treatment.",1,12,Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8BtSk9DGIlS24otIB3qCagVCI6W.jpg
Plunderer,2020,"In a post-apocalyptic world dominated by the so-called ""Numbers,"" each human will have their identity branded with their own ""Count,"" which could define any number related to their life. May it be one's walked distance or amount of compliments given to them by others, this Count could lead them to the abyss when it has dropped to zero.",1,24,"Action & Adventure, Sci-Fi & Fantasy, Animation",https://image.tmdb.org/t/p/w600_and_h900_bestv2/A0XboGeodpGlj33QUtjPMMwrMkN.jpg
Top Gear,2002,"This fast-paced and stunt-filled motor show tests whether cars, both mundane and extraordinary, live up to their manufacturers' claims. The long-running show travels to locations around the world, performing extreme stunts and challenges to see what the featured cars are capable of doing. The current hosts are Paddy Mcguinness, Chris Harris and Andrew ""Freddie"" Flintoff.",31,5,"Documentary, Reality, Talk",https://image.tmdb.org/t/p/w600_and_h900_bestv2/aqM6QnuhSXzjHlKbXyKUqxaGiWu.jpg
How Do You Play?,2019,"One of the best MCs in the country, Yu Jae Seok, often asks about how others play on their day-offs. It has gotten to the point that he says this out of habit. This saying of his sparks an idea in Kim Tae Ho's head. He gets the thought of filming celebrities on their day-offs on a relay camera. So Tae Ho hands a small and portable camera to Jae Seok out of the blue. Tae Ho just leaves Jae Seok alone after handing him a camera. At first, Jae Seok is taken aback but goes along with the idea. Starting with Jae Seok, celebrities get handed a camera to film their everyday lifestyle. Some may work out to get in shape, some may simply rest up from their tiring schedule, and others may meet up with friends they didn't have the time to. From well-known comedians to global superstars, the relay camera captures unexpected and uniques stories. Take a peek at what the celebrities are up to on their day-offs and discover something new about them.",1,140,"Reality, Comedy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/i2WfzuYkNHO7kO45LO7MMmw7JyR.jpg
Kaun Banega Crorepati,2000,"Hosted by India's biggest superstar, Amitabh Bachchan, one of the biggest shows is here to entertain millions, change lives and make dreams come true.",13,85,Reality,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8srHjzgZq9V9sgsTkIwGARDyADj.jpg
The White Princess,2017,"The story of Elizabeth of York, the White Queen's daughter, and her marriage to the Lancaster victor, Henry VII. Based on the Philippa Gregory book of the same name.",1,8,Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8urYFWrEd8ue94Fm4JpHccQg3M7.jpg
Pawn Stars,2009,"Go inside the colorful world of the pawn business. At the Gold & Silver Pawn Shop on the outskirts of Las Vegas, generations of the Harrison family run the family business, and there’s clashing and camaraderie every step of the way.",20,2,Reality,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hYVnLs9TDqch19eeCM5NmoX6xLQ.jpg
Dororo,2019,"A samurai lord has bartered away his newborn son's organs to forty-eight demons in exchange for dominance on the battlefield. Yet, the abandoned infant survives thanks to a medicine man who equips him with primitive prosthetics—lethal ones with which the wronged son will use to hunt down the multitude of demons to reclaim his body one piece at a time, before confronting his father. On his journeys the young hero encounters an orphan who claims to be the greatest thief in Japan.",1,24,"Animation, Action & Adventure",https://image.tmdb.org/t/p/w600_and_h900_bestv2/jyFHtqYeVvc2A9nLhFGvM49xGPg.jpg
Wizards of Waverly Place,2007,"Alex, Justin and Max Russo are not your ordinary kids - they're wizards in training! While their parents run the Waverly Sub Station, the siblings struggle to balance their ordinary lives while learning to master their extraordinary powers.",4,27,"Comedy, Sci-Fi & Fantasy, Kids",https://image.tmdb.org/t/p/w600_and_h900_bestv2/pDwdSdcmL4GZNzXNnjxljodDmQB.jpg
Beauty and the Beast,2012,"Detective Catherine Chandler is a smart, no-nonsense homicide detective. When she was a teenager, she witnessed the murder of her mother at the hands of two gunmen and herself was saved by someone – or something. Years have passed and while investigating a murder, Catherine discovers a clue that leads her to Vincent Keller, who was reportedly killed in 2002. Catherine learns that Vincent is actually still alive and that it was he who saved her many years before. For mysterious reasons that have forced him to live outside of traditional society, Vincent has been in hiding for the past 10 years to guard his secret – when he is enraged, he becomes a terrifying beast, unable to control his super-strength and heightened senses.",4,13,"Drama, Sci-Fi & Fantasy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/5HpLiEoOFN5KdT6C8YKyCweFZU2.jpg
Elfen Lied,2004,"The Diclonius, a mutated homo sapien that is said to be selected by God and will eventually become the destruction of mankind, possesses two horns in their heads, and has a ""sixth sense"" which gives it telekinetic abilities. Due to this dangerous power, they have been captured and isolated in laboratories by the government. Lucy, a young and psychotic Diclonius, manages to break free of her confines and brutally murder most of the guards in the laboratory, only to get shot in the head as she makes her escape. She survives and manages to drift along to a beach, where two teenagers named Kouta and Yuka discovers her. Having lost her memories, she was named after the only thing that she can now say, ""Nyuu,"" and the two allow her to stay at Kouta's home. However, it appears that the evil ""Lucy"" is not dead just yet...",1,13,"Animation, Sci-Fi & Fantasy, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/nrwapb9IAJNFXzmv0k3GVDznRdR.jpg
Pokémon Chronicles,2001,"Pokémon Chronicles, partly known in Japan as Pocket Monsters Side Stories, is a spin-off series of the Pokémon anime, revolving around characters other than Ash Ketchum.",1,22,"Animation, Kids",https://image.tmdb.org/t/p/w600_and_h900_bestv2/wjQKZR2IdQpAZU1ngPHGzrqcknb.jpg
Private Eyes,2016,Ex-pro hockey player Matt Shade irrevocably changes his life when he teams up with fierce P.I. Angie Everett to form an unlikely investigative powerhouse.,5,8,"Crime, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/yPt9IuY2D8g6Lpwh8O8wCDixzt9.jpg
The Graham Norton Show,2007,Each week celebrity guests join Irish comedian Graham Norton to discuss what's being going on around the world that week. The guests poke fun and share their opinions on the main news stories. Graham is often joined by a band or artist to play the show out.,29,22,"Comedy, Talk",https://image.tmdb.org/t/p/w600_and_h900_bestv2/vrbqaBXB8AALynQzpWz6JdCPEJS.jpg
SUPER HxEROS,2020,"Earth faces an unprecedented threat from an invasion by the mysterious Kiseichuu. The Kiseichuu feed on human sexual energy, also known as “H-energy,” and weaken the human population.",1,12,"Animation, Comedy, Action & Adventure",https://image.tmdb.org/t/p/w600_and_h900_bestv2/myqtIeEhLxtU5eOfv0tjRhoLod8.jpg
"Yosi, The Regretful Spy",2022,"An Argentinean intelligence agent infiltrates the Jewish community to gather information that is then allegedly used to perpetrate two of the worst terrorist attacks in Latin American history, leaving over 100 dead.",1,8,Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/pwEg9DQxndVp4xEKn5xWd1RCu9I.jpg
Min Arxizeis Tin Mourmoura,2013,We don't have an overview translated in English. Help us expand our database by adding one.,9,45,Comedy,https://image.tmdb.org/t/p/w600_and_h900_bestv2/7vylvnOzWpBgLVMBoyIxg1eLyot.jpg
1 Night 2 Days,2007,"2 Days & 1 Night is a South Korean reality-variety show with the motto ""real wild road variety."" Its main concept is to recommend various places of interest that viewers can visit in South Korea.",4,126,"Comedy, Reality",https://image.tmdb.org/t/p/w600_and_h900_bestv2/yFhxy5sd3mu1PseTMsrXFFXy7YG.jpg
Critical Role,2015,"Voice actor Matthew Mercer leads a group of fellow voice actors on epic Dungeons & Dragons campaigns. These familiar voices bring the audience into the full experience of D&D, allowing imaginations to soar as the characters embark on adventures.",3,24,Sci-Fi & Fantasy,https://image.tmdb.org/t/p/w600_and_h900_bestv2/4H4bxRXQMlbtQsnYTDiha1hSvmM.jpg
Cursed,2020,"In this fresh take on the Arthurian legend, teenager Nimue joins forces with mercenary Arthur on a quest to find Merlin and deliver an ancient sword.",1,10,"Action & Adventure, Sci-Fi & Fantasy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/wrLC5kx0nEq9U0MyJD7dnOT6m5F.jpg
According to Jim,2001,"According to Jim is an American sitcom television series starring Jim Belushi in the title role as a suburban father of three children. It originally ran on ABC from October 1, 2001 to June 2, 2009.",8,18,Comedy,https://image.tmdb.org/t/p/w600_and_h900_bestv2/1huA13UBhCyfICNWwNpOIzboLiB.jpg
Monster Musume: Everyday Life with Monster Girls,2015,"Three years ago, the world learned that harpies, centaurs, catgirls, and all manners of fabulous creatures are not merely fiction; they are flesh and blood - not to mention scale, feather, horn, and fang. Thanks to the ""Cultural Exchange Between Species Act,"" these once-mythical creatures have assimilated into society, or at least, they're trying. When a hapless human teenager named Kurusu Kimihito is inducted as a ""volunteer"" into the government exchange program, his world is turned upside down. A snake-like lamia named Miia comes to live with him, and it is Kurusu's job to take care of her and make sure she integrates into his everyday life.",1,12,"Animation, Comedy, Sci-Fi & Fantasy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/8leXiwIwPRPQqHXKDhqgf4OIwBU.jpg
Age of Samurai: Battle for Japan,2021,Dynamic reenactments and expert commentaries bring to life the tumultuous history and power struggles of a warring 16th-century feudal Japan.,1,6,"Documentary, War & Politics",https://image.tmdb.org/t/p/w600_and_h900_bestv2/wIKQRtc2kKiBmBnkOjjvMqIDfah.jpg
Barbarians,2020,"Three people's fates are interwoven in the Battle of the Teutoburg Forest in 9 A.D., during which Germanic warriors halt the spread of the Roman Empire.",1,6,"Action & Adventure, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/trfHliK2hhw2xOJVztHqKylyzrD.jpg
Seirei Gensouki: Spirit Chronicles,2021,"His past life and current life are intersecting--a boy with memories of two lives faces his destiny! After his mother was killed at an early age, the orphaned Rio fought his hardest to survive in the slums. One day, he awakens to the memories of Haruto Amakwa, who died in an accident while dreaming of being reunited with his childhood friend, and Rio realizing he has reincarnated in a world of swords and sorcery.",1,12,"Animation, Drama, Action & Adventure, Sci-Fi & Fantasy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/utsDTNblL4LojGqdPEncqsBLqjg.jpg
True Detective,2014,"An American anthology police detective series utilizing multiple timelines in which investigations seem to unearth personal and professional secrets of those involved, both within or outside the law.",3,8,Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/aowr4xpLP5sRCL50TkuADomJ98T.jpg
Mischievous Kiss,2010,"A clumsy high-school girl - Oh Ha-ni - is at the bottom of her class, and she has had a crush on a popular genius, Baek Seung-Jo, ever since she first laid eyes on him.",Specials,16,Comedy,https://image.tmdb.org/t/p/w600_and_h900_bestv2/mSjKpNVYGxOL17vcEbQ0nzYjOH2.jpg
KissXsis,2010,"The story begins with Keita Suminoe, a male third-year junior-high school student studying for his high school entrance exams. He is living in a home with his older twin stepsisters, Ako and Riko, who share no blood relation to him, and they help him prepare for his exams. Even though he initially dislikes himself for it, he begins to become attracted to his two step-sisters, and his two parents encourage him to eventually get married to one of them.",1,12,"Animation, Comedy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/5bH7lNOwLbnY50rtxc1uWZuYQho.jpg
Golden Time,2013,"Banri Tada is a freshman at a Tokyo law school. After an accident, he suffers severe memory loss. Despite the incident, he befriends fellow freshman, Mitsuo Yanagisawa, which leads him to the beautiful, yet obsessive, Kouko Kaga.",Time,24,"Animation, Comedy, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/qp4eHCZMR14dtubvzr67PZqH5fa.jpg
1883,2021,"Follow the Dutton family as they embark on a journey west through the Great Plains toward the last bastion of untamed America. A stark retelling of Western expansion, and an intense study of one family fleeing poverty to seek a better future in America’s promised land — Montana.",1,10,"Western, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/waLbm384SQDwLTCn6ttPqQS5kfV.jpg
Married... with Children,1987,"Al Bundy is an unsuccessful middle aged shoe salesman with a miserable life and an equally dysfunctional family. He hates his job, his wife is lazy, his son is dysfunctional (especially with women), and his daughter is dim-witted and promiscuous.",11,24,"Comedy, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/qxdOgESOkBMmfcWUizL01mbdqzl.jpg
Final Space,2018,"An astronaut named Gary and his planet-destroying sidekick Mooncake embark on serialized journeys through space in order to unlock the mystery of “Final Space,” the last point in the universe, if it actually does exist.",3,13,"Animation, Action & Adventure, Sci-Fi & Fantasy, Comedy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/zT6tXWsJoBOWJT1PeUEKLTFOoHh.jpg
30 Rock,2006,"Liz Lemon, the head writer for a late-night TV variety show in New York, tries to juggle all the egos around her while chasing her own dream.",7,13,Comedy,https://image.tmdb.org/t/p/w600_and_h900_bestv2/k3RbNzPEPW0cmkfkn1xVCTk3Qde.jpg
Why Women Kill,2019,"Three women living in three different decades: a housewife in the '60s, a socialite in the '80s and a lawyer in 2018, deal with infidelity in their marriages.",2,10,"Comedy, Crime, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/fI3E1G5N8oimMeyYn5UzWRT2cST.jpg
Rosario Tijeras,2010,We don't have an overview translated in English. Help us expand our database by adding one.,1,60,"Action & Adventure, Crime, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/mLu1bUkUIuW1569Q40KEgUgMZpy.jpg
The Sound of Magic,2022,An enigmatic magician living in an abandoned amusement park introduces magic into the life of a high schooler struggling with harsh realities.,1,6,Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/tgsrkANQNTXYpIvfE0kbzVuYvcv.jpg
Fate/stay night [Unlimited Blade Works],2014,"The Holy Grail War is a battle royale among seven magi who serve as Masters. Masters, through the use of the command seals they are given when they enter the war, command Heroic Spirits known as Servants to fight for them in battle. In the Fifth Holy Grail War, Rin Tohsaka is among the magi entering the competition. With her Servant, Archer, she hopes to obtain the ultimate prize—the Holy Grail, a magical artifact capable of granting its wielder any wish.",2,13,"Action & Adventure, Animation, Comedy, Drama, Mystery, Sci-Fi & Fantasy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/3bI8db4tIPtgFY8mOqp3AB0YXGi.jpg
PJ Masks,2015,"Connor, Greg and Amaya are normal kids by day, but at night they activate their bracelets, which link into their pajamas and give them fantastic super powers, turning them into their alternate identities: The PJ Masks. The team consists of Catboy (Connor), Gekko (Greg) and Owelette (Amaya). Together, they go on adventures, solve mysteries, and learn valuable lessons.",5,30,"Kids, Animation, Family, Kids",https://image.tmdb.org/t/p/w600_and_h900_bestv2/dH8MhRkb9jFrLqBJiQxFIFBVzHf.jpg
Schitt's Creek,2015,"Formerly filthy rich video store magnate Johnny Rose, his soap star wife Moira, and their two kids, über-hipster son David and socialite daughter Alexis, suddenly find themselves broke and forced to live in Schitt's Creek, a small depressing town they once bought as a joke.",6,14,Comedy,https://image.tmdb.org/t/p/w600_and_h900_bestv2/iRfSzrPS5VYWQv7KVSEg2BZZL6C.jpg
X-Men,1992,"The X-Men are an elite team of mutants, genetically gifted human beings with superpowers, sworn to fight for mutant rights against hostile Government agencies, whilst at the same time protecting mankind from mutant supremacist Magneto who seeks to destroy the human race in return for the atrocities committed against mutant kind.",5,14,"Kids, Sci-Fi & Fantasy, Animation, Action & Adventure",https://image.tmdb.org/t/p/w600_and_h900_bestv2/jRGOY8KvL7hHrJcfKfXe99C4pc5.jpg
Totally Spies!,2001,"Totally Spies! depicts three girlfriends 'with an attitude' who have to cope with their daily lives at high school as well as the unpredictable pressures of international espionage. They confront the most intimidating - and demented - of villains, each with their own special agenda for demonic, global rude behavior.",6,26,"Animation, Kids, Comedy, Drama, Action & Adventure",https://image.tmdb.org/t/p/w600_and_h900_bestv2/zvEit6c2zC2PosXROb85jZwb0gx.jpg
Lois & Clark: The New Adventures of Superman,1993,"A much more lavish version of the popular Superman television series which had first aired forty years earlier, Lois & Clark focused more on the Man of Steel's early adult years in Metropolis. With the unknowing help of Lois Lane, Clark Kent created Superman there in Metropolis after finding work at the world-famous Daily Planet newspaper, where he meets fellow reporter Lois Lane.",4,22,"Action & Adventure, Drama, Sci-Fi & Fantasy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/1LbPs6i1h4BKjVUwK5S9GjPCydi.jpg
"Bring It On, Ghost",2016,Hyun-Ji studied for her 19 years before she died in an accident. She is now a ghost and has wandered around the world for several years. Hyun-Ji then meets exorcist Park Bong-Pal. Hyun-Ji and Bong-Pal listens to various stories from ghosts and sends them to the otherworld.,1,16,"Drama, Mystery, Sci-Fi & Fantasy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/zb92aCrjRAFxsgn9VUXXhiso6h8.jpg
Who's The Murderer,2016,"The cast is introduced to the settings and suspects of a murder case for the new episode. The cast then chooses their role in the episode, as a particular suspect or the detective.",7,38,"Crime, Mystery, Reality",https://image.tmdb.org/t/p/w600_and_h900_bestv2/wTU7dcpBKcQM65RTOmGJXtgM7jp.jpg
Durarara!!,2010,"In Tokyo's downtown district of Ikebukuro, amidst many strange rumors and warnings of anonymous gangs and dangerous occupants, one urban legend stands out above the rest—the existence of a headless ""Black Rider"" who is said to be seen driving a jet-black motorcycle through the city streets.",2,36,"Action & Adventure, Animation, Drama, Mystery",https://image.tmdb.org/t/p/w600_and_h900_bestv2/ePTyPLVtMZdyPnU0KwFjrVCSQmI.jpg
La que se avecina,2007,"La que se avecina is a Spanish television comedy created by Alberto Caballero, Laura Caballero and Daniel Deorador. The TV-series focusing around the inhabitants of Mirador de Montepinar, a fictional building located on the outskirts of a big city. Both its storylines and cast are heavily based on Aquí no hay quien viva, which ended when Telecinco bought Miramón Mendi, the series production company.",12,16,Comedy,https://image.tmdb.org/t/p/w600_and_h900_bestv2/76GUieAvgHwH07Yd7kR86iay3dx.jpg
Silicon Valley,2014,"In the high-tech gold rush of modern Silicon Valley, the people most qualified to succeed are the least capable of handling success. Partially inspired by Mike Judge’s own experiences as a Silicon Valley engineer in the late ‘80s, Silicon Valley is an American sitcom that centers around six programmers who are living together and trying to make it big in the Silicon Valley.",6,7,Comedy,https://image.tmdb.org/t/p/w600_and_h900_bestv2/a154rIMzbTyefodNp4NY8qjOEfC.jpg
